category,company,date,end_location,end_time,id,kilometres,notes,start_location,start_time
business,,2026-08-11,"710, Fort Street, Victoria, British Columbia",19:27,768aa902-8b92-4aa3-8c7e-2a17c0d663e3,1.7,Going to hot zone,"582, Marifield Avenue, Victoria, British Columbia",19:16
business,skip,2026-08-11,"582, Marifield Avenue, Victoria, British Columbia",19:16,483e1e2d-035f-4511-8836-dbbd1cebbc65,2.5,Dropping off delivery,"780, Fisgard Street, Victoria, British Columbia",18:08
business,,2026-08-11,"780, Fisgard Street, Victoria, British Columbia",18:08,8a7f905c-da59-4213-bbb9-477c9d5c6d57,4.1,Going to hot zone,"991, Cloverdale Avenue, Saanich, British Columbia",17:56
business,uber,2026-08-10,"2748, Foul Bay Road, Oak Bay, British Columbia",22:16,622a6c9e-27db-4692-bf36-e08dd29310bc,1.2,Dropping off delivery,"1573, Begbie Street, Victoria, British Columbia",22:09
business,,2026-08-10,"1573, Begbie Street, Victoria, British Columbia",22:09,f40a0537-265f-4013-8883-271863a8bd9f,0.1,,"1593, Begbie Street, Victoria, British Columbia",22:03
business,uber,2026-08-10,"1593, Begbie Street, Victoria, British Columbia",22:03,f6facdd3-8d7d-4818-94b5-26f7aea7058d,2.1,Dropping off delivery,"769, Fort Street, Victoria, British Columbia",21:58
business,uber,2026-08-10,"773, Fort Street, Victoria, British Columbia",21:58,bcef200d-f02d-44ff-bbeb-2ead57ba57b9,2.1,Picking up food,"Fort Street, Victoria, British Columbia",21:43
business,uber,2026-08-10,"Fort Street, Victoria, British Columbia",21:43,e6156d64-23fe-4a36-aa74-a025bf89d054,1.5,Picking up food,"340, Linden Avenue, Victoria, British Columbia",21:35
business,uber,2026-08-10,"1154, McKenzie Street, Victoria, British Columbia",21:35,0fa4cbc5-82a7-45d8-90e3-6bd4d5924dda,1.4,Dropping off delivery,"1107, Blanshard Street, Victoria, British Columbia",21:28
business,uber,2026-08-10,"1111, Blanshard Street, Victoria, British Columbia",21:28,2b1be714-e515-4232-afab-210108378d8a,2.4,Picking up food,"135, Dallas Road, Victoria, British Columbia",21:18
business,uber,2026-08-10,"118, Dallas Road, Victoria, British Columbia",21:18,87830909-691e-4b50-85e5-0e3f7c83537b,2.2,Dropping off delivery,"708, Burdett Avenue, Victoria, British Columbia",21:09
business,uber,2026-08-10,"708, Burdett Avenue, Victoria, British Columbia",21:09,15cf8f44-3423-4656-92e8-caa97ddd4e5c,0.7,Picking up food,"Young Street, Victoria, British Columbia",20:58
business,uber,2026-08-10,"627, Toronto Street, Victoria, British Columbia",20:58,d1a40053-5c78-4461-a742-b96284cde4d5,1.1,Dropping off delivery,"649, Fort Street, Victoria, British Columbia",20:52
business,uber,2026-08-10,"641, Fort Street, Victoria, British Columbia",20:52,58c2ae30-e063-411a-b2ba-5a38ced9c5d8,2.1,Picking up food,"1100, Yates Street, Victoria, British Columbia",20:44
business,uber,2026-08-10,"1100, Yates Street, Victoria, British Columbia",20:44,68e08102-9194-433c-888c-6554e9aa7ee0,4.4,Picking up food,"1839, Haultain Street, Saanich, British Columbia",20:34
business,uber,2026-08-10,"1841, Haultain Street, Saanich, British Columbia",20:34,a2c74aca-cfb3-478f-a707-94e5bade8461,1.7,Dropping off delivery,"1436, Denman Street, Victoria, British Columbia",20:27
business,uber,2026-08-10,"1442, Denman Street, Victoria, British Columbia",20:27,7fe317fb-ed07-4fe0-ac85-1cc379b77ec0,2.6,Dropping off delivery,"999, Hillside Avenue, Victoria, British Columbia",20:20
business,uber,2026-08-10,"999, Hillside Avenue, Victoria, British Columbia",20:20,86f02514-52dd-43cd-88cd-21ff8ce93981,4.3,Picking up food,"Uptown Boulevard, Saanich, British Columbia",20:10
business,skip,2026-08-10,"Uptown Boulevard, Saanich, British Columbia",20:10,a55b24aa-e8aa-4038-bdf9-ca7fd90b64e6,0.4,Picking up food,"Saanich Road, Saanich, British Columbia",20:02
business,,2026-08-10,"Oak Street, Saanich, British Columbia",20:02,e2ff941f-eda0-48fd-8f0f-0b12a57ae3b3,4.4,Going to hot zone,"Royal Oak Trail, Saanich, British Columbia",19:50
business,skip,2026-08-10,"Royal Oak Trail, Saanich, British Columbia",19:49,0652d7a0-da7c-4635-8ac8-f631f06efa1f,5.3,Dropping off delivery,"Uptown Boulevard, Saanich, British Columbia",19:18
business,doordash,2026-08-10,"Saanich Road, Saanich, British Columbia",19:17,6b8a838e-cadc-4054-97dd-77c17e043de5,3,Picking up food,"3420, Quadra Street, Saanich, British Columbia",19:11
personal,,2026-08-09,"991, Cloverdale Avenue, Saanich, British Columbia",21:50,0bd79308-5889-4b56-ae7f-6bcbc99d6130,2.4,Home,"535, Ellice Street, Victoria, British Columbia",21:40
business,skip,2026-08-09,"535, Ellice Street, Victoria, British Columbia",21:39,381ba310-32d2-44d0-bc4a-e99f602072b6,2.6,Dropping off delivery,"Fort Street, Victoria, British Columbia",20:58
business,,2026-08-09,"Fort Street, Victoria, British Columbia",20:57,9bed4179-bace-4e76-9a47-c0ce087a2327,0.4,Going to hot zone,"1109, Collinson Street, Victoria, British Columbia",20:47
business,skip,2026-08-09,"1111, Collinson Street, Victoria, British Columbia",20:47,ba3738e0-7003-44a6-ba0b-3407f5d0a689,0.9,Dropping off delivery,"Yates Street, Victoria, British Columbia",20:42
business,skip,2026-08-09,"Yates Street, Victoria, British Columbia",20:41,fbd4a592-4e46-42a4-9cf3-ac0c243ebbdc,1.1,Picking up food,"706, Fort Street, Victoria, British Columbia",19:55
business,,2026-08-09,"706, Fort Street, Victoria, British Columbia",19:55,c28b30f5-9428-4227-ab99-33a283009799,0.5,Going to hot zone,"755, Humboldt Street, Victoria, British Columbia",19:46
business,skip,2026-08-09,"Humboldt Street, Victoria, British Columbia",19:45,4754f9a2-7ecf-43d7-aea2-78fabacdad40,1.3,Dropping off delivery,"1200, Douglas Street, Victoria, British Columbia",19:40
business,skip,2026-08-09,"662, View Street, Victoria, British Columbia",19:39,e7e6088c-3a5d-4f28-b06b-8692a4c556a8,0.3,Picking up food,"757, Fort Street, Victoria, British Columbia",19:36
business,,2026-08-09,"757, Fort Street, Victoria, British Columbia",19:36,b63623ae-e23b-493e-ae79-840a896f40b9,3,Going to hot zone,"Colville Road, Esquimalt, British Columbia",19:18
business,skip,2026-08-09,"1342, Saunders Street, Esquimalt, British Columbia",19:15,014ab30e-429c-44bd-9694-9e47b801428c,4.8,Dropping off delivery,"960, Yates Street, Victoria, British Columbia",19:03
business,skip,2026-08-09,"911, Yates Street, Victoria, British Columbia",19:01,114b7423-4841-45af-aac3-d777f8ad20ab,0.3,Picking up food,"1150, Cook Street, Victoria, British Columbia",18:55
business,skip,2026-08-09,"1097, View Street, Victoria, British Columbia",18:54,63bc6ce5-9c4a-4035-ba04-050af4bdc9d9,1.3,Dropping off delivery,"1012, Blanshard Street, Victoria, British Columbia",18:50
business,skip,2026-08-09,"Blanshard Street, Victoria, British Columbia",18:49,7160632a-1f3d-4272-a686-ec458a0425aa,1.1,Picking up food,"747, Fort Street, Victoria, British Columbia",18:45
business,,2026-08-09,"747, Fort Street, Victoria, British Columbia",18:45,c3fc865c-d09d-41d0-a558-1c6d9ebfc5de,3.1,Going to hot zone,"1625, Richmond Avenue, Victoria, British Columbia",18:34
business,skip,2026-08-09,"1625, Richmond Avenue, Victoria, British Columbia",18:32,ae70c7cb-a672-4503-97ed-cea1f7e55e3d,2.8,Dropping off delivery,"772, Fort Street, Victoria, British Columbia",18:26
business,skip,2026-08-09,"Fort Street, Victoria, British Columbia",18:25,8ec339f5-8bde-41d2-9a20-9ec87f3a0660,0.1,Picking up food,"740, Fort Street, Victoria, British Columbia",18:20
business,,2026-08-09,"740, Fort Street, Victoria, British Columbia",18:20,f1c00ea2-b9f6-427c-9849-aa845229a6d8,0.8,Going to hot zone,"1750, Government Street, Victoria, British Columbia",18:05
business,,2026-08-09,"1750, Government Street, Victoria, British Columbia",18:04,e8e62dfc-ad85-435b-981a-184e546c7905,1.1,Going to hot zone,"1010, Pembroke Street, Victoria, British Columbia",17:59
business,skip,2026-08-09,"1010, Pembroke Street, Victoria, British Columbia",17:57,bbc79b2e-2808-4d20-9774-d5eb26565b88,3.8,Dropping off delivery,"Delicious Pizza & Pasta, 3388 Douglas Street, Saanich",17:44
business,skip,2026-08-09,"Delicious Pizza & Pasta, 3388 Douglas Street, Saanich",17:43,1ee7f521-f64d-47d9-9d5d-f0b0fb1ef6bf,0.3,Picking up food,"Oak Street, Saanich, British Columbia",17:17
business,,2026-08-09,"Oak Street, Saanich, British Columbia",17:17,ad68d9f1-f81f-4937-b1eb-086c49b6c1f3,1.6,Going to hot zone,"878, Swan Street, Saanich, British Columbia",17:13
business,skip,2026-08-09,"877, Swan Street, Saanich, British Columbia",17:13,a2b64733-58c5-4190-8d46-6e4264ada796,0.8,Dropping off delivery,"Oak Street, Saanich, British Columbia",17:06
business,,2026-08-09,"Oak Street, Saanich, British Columbia",17:06,0d0749b0-5bf5-4209-b688-60aa44c82dab,1.8,Going to hot zone,"971, Annie Street, Saanich, British Columbia",16:59
business,skip,2026-08-09,"971, Annie Street, Saanich, British Columbia",16:58,60861827-5da8-434c-af60-23d5cc9fc296,1.7,Dropping off delivery,"Oak Street, Saanich, British Columbia",16:50
business,,2026-08-09,"Oak Street, Saanich, British Columbia",16:50,7defcc7e-de68-4df1-bd3c-8003f53759f6,3,Going to hot zone,"1356, McNair Street, Victoria, British Columbia",16:41
business,skip,2026-08-09,"1323, McNair Street, Victoria, British Columbia",16:40,63060bf9-cef4-4632-8e73-f6399b6a4e81,2.4,Dropping off delivery,"2852, Douglas Street, Victoria, British Columbia",16:33
business,skip,2026-08-09,"Gorge Road East, Victoria, British Columbia",16:32,f84c9333-e0f3-408b-8911-780fb7a034de,2.2,Picking up food,"Saanich Road, Saanich, British Columbia",16:20
business,,2026-08-09,"Oak Street, Saanich, British Columbia",16:20,1147768c-8fab-44a7-9165-055d3558c8f4,2,Going to hot zone,"3318, Wascana Street, Saanich, British Columbia",16:15
business,skip,2026-08-09,"3319, Wascana Street, Saanich, British Columbia",16:14,b20c55a2-3f35-44f0-9e6e-4b34160dd48c,1.7,Dropping off delivery,"Oak Street, Saanich, British Columbia",15:57
business,,2026-08-09,"Oak Street, Saanich, British Columbia",15:57,7ca59b41-e21a-4591-a53b-19d9a440f305,1.5,Going to hot zone,"3474, Quadra Street, Saanich, British Columbia",15:50
personal,,2026-08-07,"3420, Quadra Street, Saanich, British Columbia",21:51,36b071ff-0cd8-45a2-80f7-6c575e1918dc,6,Home,"1728, Kenmore Road, Saanich, British Columbia",21:36
business,skip,2026-08-07,"1728, Kenmore Road, Saanich, British Columbia",21:36,7e07c92b-0972-42c3-a77d-c9bf22754f1f,7.3,Dropping off delivery,"2852, Douglas Street, Victoria, British Columbia",21:21
business,skip,2026-08-07,"Gorge Road East, Victoria, British Columbia",21:20,77b49ae1-9a4f-49e0-a7ce-2244f99f3e4b,2.1,Picking up food,"Saanich Road, Saanich, British Columbia",21:12
business,,2026-08-07,"Saanich Road, Saanich, British Columbia",21:12,0d96c43b-64ed-4404-ad2c-8caeb7f0c251,2.9,Going to hot zone,"2805, Cook Street, Victoria, British Columbia",21:04
business,skip,2026-08-07,"1288, Montrose Avenue, Victoria, British Columbia",21:02,00a8e84a-2a99-4971-aed0-c046b4c4d77f,3,Dropping off delivery,"816, Government Street, Victoria, British Columbia",20:48
business,skip,2026-08-07,"521, Courtney Street, Victoria, British Columbia",20:48,98f81770-9fec-4239-904f-3ea36d3c6ee0,1.2,Picking up food,"Menzies Street, Victoria, British Columbia",20:37
business,skip,2026-08-07,"470, Belleville Street, Victoria, British Columbia",20:36,4b68152c-64b8-4d0a-a310-3011c6127cf0,0.7,Dropping off delivery,"239, Menzies Street, Victoria, British Columbia",20:32
business,skip,2026-08-07,"Menzies Street, Victoria, British Columbia",20:31,0521e146-4027-4856-bf5f-458ce7e4a6bd,0.3,Picking up food,"420, Parry Street, Victoria, British Columbia",20:25
business,skip,2026-08-07,"415, Parry Street, Victoria, British Columbia",20:25,c9596f9b-04a3-4482-bb87-ec9379550d0c,1.6,Dropping off delivery,"569, Johnson Street, Victoria, British Columbia",19:26
business,,2026-08-07,"569, Johnson Street, Victoria, British Columbia",19:26,65b0e2b3-8e65-48cc-a2eb-5efc7c0cb64f,1.6,Going to hot zone,"507, William Street, Victoria, British Columbia",19:21
business,skip,2026-08-07,"507, William Street, Victoria, British Columbia",19:18,185b54d5-e4f9-4a70-8632-4d4c5f0a30e6,2.9,Dropping off delivery,"Yates Street, Victoria, British Columbia",19:10
business,skip,2026-08-07,"769, Yates Street, Victoria, British Columbia",19:09,3a3fc815-452e-4bad-8ab6-f69435b8e3e6,1.7,Picking up food,"566, Johnson Street, Victoria, British Columbia",18:55
business,,2026-08-07,"566, Johnson Street, Victoria, British Columbia",18:55,9d10c73a-cae0-4b13-b908-0ea321367f0d,1.9,Going to hot zone,"419, Russell Street, Victoria, British Columbia",18:41
business,skip,2026-08-07,"419, Russell Street, Victoria, British Columbia",18:41,657432c8-280f-4262-bce5-a369537204d1,2.2,Dropping off delivery,"777, Herald Street, Victoria, British Columbia",18:10
business,skip,2026-08-07,"777, Herald Street, Victoria, British Columbia",18:10,64e290e1-6000-4236-82de-1d8ddede3f30,1.5,Picking up food,"620, Superior Street, Victoria, British Columbia",18:01
business,skip,2026-08-07,"635, Superior Street, Victoria, British Columbia",18:01,8a4814b8-06d6-4130-9fc0-124e462a39f6,3.2,Dropping off delivery,"3140, Douglas Street, Victoria, British Columbia",17:36
business,skip,2026-08-07,"Douglas Street, Victoria, British Columbia",17:36,062e65ca-18f6-41ad-8ba3-c54ed7fb931f,1.7,Picking up food,"3375, Oak Street, Saanich, British Columbia",17:30
personal,,2026-08-06,"3420, Quadra Street, Saanich, British Columbia",22:03,1c59ded7-5610-43fa-abe1-01020a18a554,0.6,Home,"982, Lovat Avenue, Saanich, British Columbia",21:59
business,skip,2026-08-06,"982, Lovat Avenue, Saanich, British Columbia",21:58,47fb6275-34af-456f-95c9-10587438ecba,0.8,Dropping off delivery,"3465, Saanich Road, Saanich, British Columbia",21:53
business,skip,2026-08-06,"3465, Saanich Road, Saanich, British Columbia",21:53,8f4bf6b8-5332-4fd1-b7a6-18ef50c6949c,7.5,Picking up food,"4990, La Quinta Place, Saanich, British Columbia",21:39
business,skip,2026-08-06,"4990, La Quinta Place, Saanich, British Columbia",21:39,cb79e7c1-f421-4a6f-a05d-ccdf7ae04673,4,Dropping off delivery,"858, Lodi Avenue, Saanich, British Columbia",21:32
business,skip,2026-08-06,"858, Lodi Avenue, Saanich, British Columbia",21:28,cbaa5172-754f-4d43-9c5d-0779e28a6338,4.7,Dropping off delivery,"3388, Douglas Street, Saanich, British Columbia",21:04
business,skip,2026-08-06,"3388, Douglas Street, Saanich, British Columbia",21:04,e657f193-b0e0-4241-97c9-9fab5a364d7d,0.8,Picking up food,"Oak Street, Saanich, British Columbia",20:54
business,,2026-08-06,"McDonald's, McDonald's, 3465 Saanich Rd, Victoria, BC V8X 1W8, Canada",20:54,c6268ff2-13e8-4f22-b768-16184d5506ac,6.8,Going to hot zone,"Middle Road, British Columbia",20:43
business,skip,2026-08-06,"Middle Road, British Columbia",20:41,a91b56d0-850d-4797-bac4-8f6fadcc2859,4.3,Dropping off delivery,"Uptown Boulevard, Saanich, British Columbia",20:25
business,skip,2026-08-06,"Uptown Boulevard, Saanich, British Columbia",20:25,b92936d1-cf99-4d14-b418-3c75d92f6885,1,Picking up food,"Oak Street, Saanich, British Columbia",20:11
business,,2026-08-06,"Oak Street, Saanich, British Columbia",20:11,ef06956a-cac4-4bc3-8ce0-975e84255e4a,1.1,Going to hot zone,"Tolcross Avenue, Saanich, British Columbia",20:06
business,skip,2026-08-06,"Tolcross Avenue, Saanich, British Columbia",20:04,f7ab2b0d-b3ec-4a87-aa13-8c5c5cba1388,1.8,Dropping off delivery,"3185, Quadra Street, Victoria, British Columbia",19:55
business,skip,2026-08-06,"3185, Quadra Street, Victoria, British Columbia",19:55,7e8385a9-016b-42e2-a2b6-7ced35188312,0.6,Dropping off delivery,"Oak Street, Saanich, British Columbia",19:33
business,,2026-08-06,"Oak Street, Saanich, British Columbia",19:33,824aeb0a-b958-4ef0-b951-f50c82976a44,1.4,Going to hot zone,"760, Vernon Avenue, Saanich, British Columbia",19:29
business,skip,2026-08-06,"760, Vernon Avenue, Saanich, British Columbia",19:28,f66c589a-3977-472e-b1c9-e31df8a550b9,0.2,Dropping off delivery,"Patricia Bay Highway, Saanich, British Columbia",19:23
business,skip,2026-08-06,"Lake Loop Trail, Saanich, British Columbia",19:23,6560a53f-48aa-468c-b6da-3cd2bb92aff3,1.6,Dropping off delivery,"Oak Street, Saanich, British Columbia",19:17
business,skip,2026-08-06,"Saanich Road, Saanich, British Columbia",19:16,e180402c-a13b-49b8-ace8-57700f958f18,2.3,Picking up food,"898, Vernon Avenue, Saanich, British Columbia",19:06
business,skip,2026-08-06,"898, Vernon Avenue, Saanich, British Columbia",19:06,b66dd988-620d-4f2b-882f-e656d0e96f7f,0.8,Dropping off delivery,"3271, Maple Street, Saanich, British Columbia",18:39
business,skip,2026-08-06,"Maple Street, Saanich, British Columbia",18:38,fa50dad3-4da4-479e-a121-09c981795fab,0.5,Picking up food,"780, Tolmie Avenue, Saanich, British Columbia",18:35
business,skip,2026-08-06,"Tolmie Avenue, Saanich, British Columbia",18:33,a65e4429-d9bd-4727-a54c-cefd574af0c8,3.9,Picking up food,"3420, Quadra Street, Saanich, British Columbia",18:29
personal,,2026-08-14,"991, Cloverdale Avenue, Saanich, British Columbia",22:02,fb9171c3-087e-490d-b05c-1d300a8c6739,3.2,Saving,"1619, Denman Street, Victoria, British Columbia",21:52
business,skip,2026-08-14,"1619, Denman Street, Victoria, British Columbia",21:52,f0fd143b-979a-4a92-8095-119d588f42f2,2.1,Dropping off delivery,"930, View Street, Victoria, British Columbia",21:43
business,skip,2026-08-14,"922, View Street, Victoria, British Columbia",21:43,8ddac046-3503-4354-bc2b-fd6a7793fb0b,0.4,Picking up food,"747, Fort Street, Victoria, British Columbia",21:27
business,skip,2026-08-14,"747, Fort Street, Victoria, British Columbia",21:26,cafbb431-6559-4bbf-97b1-4710fa432058,1.9,Picking up food,"545, Rithet Street, Victoria, British Columbia",21:18
business,skip,2026-08-14,"545, Rithet Street, Victoria, British Columbia",21:16,f3a7b4ba-c3d5-4d5c-b749-a426573cdb3d,1.6,Dropping off delivery,"716, Burdett Avenue, Victoria, British Columbia",21:11
business,skip,2026-08-14,"716, Burdett Avenue, Victoria, British Columbia",21:08,1c64dfa1-be89-46ee-b857-08bfe6dab698,0.2,Picking up food,"703, Broughton Street, Victoria, British Columbia",20:50
business,,2026-08-14,"703, Broughton Street, Victoria, British Columbia",20:50,2a2c58df-4542-4379-8145-50758c163994,0.5,Going to hot zone,"845, Burdett Avenue, Victoria, British Columbia",20:48
business,skip,2026-08-14,"853, Burdett Avenue, Victoria, British Columbia",20:46,0cb6e9a0-2665-4604-aaa3-d3c1bdcea995,0.7,Dropping off delivery,"655, View Street, Victoria, British Columbia",20:42
business,skip,2026-08-14,"655, View Street, Victoria, British Columbia",20:39,8c73a7a5-3c89-4b79-96c9-46e97794a957,1.2,Picking up food,"Fort Street, Victoria, British Columbia",20:10
business,,2026-08-14,"Fort Street, Victoria, British Columbia",20:10,e02f31d7-127c-4ede-9d81-dc5b9c8f9f5f,3.8,Going to hot zone,"3371, Gibbs Road, Oak Bay, British Columbia",19:54
business,skip,2026-08-14,"3371, Gibbs Road, Oak Bay, British Columbia",19:52,2e3e45d1-3e34-4c6f-b054-9db910928072,4.4,Dropping off delivery,"1675, Douglas Street, Victoria, British Columbia",19:41
business,skip,2026-08-14,"1675, Douglas Street, Victoria, British Columbia",19:38,0c89d403-b83f-4c66-9c75-c2774a02fe9f,4.5,Picking up food,"Admirals Road, Esquimalt, British Columbia",19:23
business,skip,2026-08-14,"Admirals Road, Esquimalt, British Columbia",19:22,ebea5904-ff35-4bac-87e2-18b2ac80c211,5.2,Dropping off delivery,"949, Fairfield Road, Victoria, British Columbia",19:00
business,skip,2026-08-14,"949, Fairfield Road, Victoria, British Columbia",18:50,5b7d8b68-a6d0-41aa-9dfd-2a9b07993ca2,1.3,Dropping off delivery,"1035, Sutlej Street, Victoria, British Columbia",18:46
business,skip,2026-08-14,"1035, Sutlej Street, Victoria, British Columbia",18:45,060bb46a-0876-4e00-bf88-531b79b5083d,2,Picking up food,"200, Irving Road, Victoria, British Columbia",18:40
business,uber,2026-08-14,"231, Irving Road, Victoria, British Columbia",18:38,bc690ee4-4841-4a02-98f1-bae3194dad63,4.3,Dropping off delivery,"Hillside Avenue, Victoria, British Columbia",18:24
business,skip,2026-08-14,"Hillside Avenue, Victoria, British Columbia",18:05,8fbb13b8-ce74-42a6-aa31-949aff10e5a0,1.4,Picking up food,"1295, Walnut Street, Victoria, British Columbia",18:00
business,uber,2026-08-14,"1295, Walnut Street, Victoria, British Columbia",17:58,ca0d9a23-eade-4b4b-b974-1db9e159af64,3.2,Dropping off delivery,"1346, McNair Street, Victoria, British Columbia",17:54
business,uber,2026-08-14,"1323, McNair Street, Victoria, British Columbia",17:53,53c278a3-bd3b-4ed8-878c-30bd52bbbc54,1.7,Dropping off delivery,"Gorge Road East, Victoria, British Columbia",17:44
business,uber,2026-08-14,"2850, Douglas Street, Victoria, British Columbia",17:43,9889a2b8-6f38-4dd5-911b-1a7fbda4845f,9.1,Picking up food,"Royal Oak Drive, Saanich, British Columbia",17:28
business,uber,2026-08-13,"919, Leslie Drive, Saanich, British Columbia",22:11,b749c6a8-30b0-4c92-8fde-05f3c8595a60,2.2,Dropping off delivery,"Wendy's Drive-Though, Victoria, British Columbia",22:06
business,uber,2026-08-13,"Wendy's Drive-Though, Victoria, British Columbia",22:05,4b01fe97-08f4-4900-89e1-79589a56665c,1.2,Picking up food,"1111, Blanshard Street, Victoria, British Columbia",21:54
business,uber,2026-08-13,"1111, Blanshard Street, Victoria, British Columbia",21:54,85873b30-4b45-4047-a2a4-2f2dbe678125,1.8,Picking up food,"1005, Saint Charles Street, Victoria, British Columbia",21:45
business,skip,2026-08-13,"1005, Saint Charles Street, Victoria, British Columbia",21:45,dd59e4b5-ea80-48c8-be70-284f2ed40b6b,2.3,Dropping off delivery,"716, Burdett Avenue, Victoria, British Columbia",21:31
business,skip,2026-08-13,"716, Burdett Avenue, Victoria, British Columbia",21:30,cd8eb923-88a5-4fa6-b6eb-e47f1185bee6,2,Picking up food,"Fort Street, Victoria, British Columbia",21:05
business,,2026-08-13,"701, Fort Street, Victoria, British Columbia",21:05,d2818350-a96a-4c8a-820b-e70fd668b97f,2.6,Going to hot zone,"1555, Jubilee Avenue, Victoria, British Columbia",20:52
business,skip,2026-08-13,"1555, Jubilee Avenue, Victoria, British Columbia",20:52,378da35a-ccb1-4bff-894d-166ff5f56064,2.3,Dropping off delivery,"817, Fort Street, Victoria, British Columbia",20:47
business,skip,2026-08-13,"783, Fort Street, Victoria, British Columbia",20:44,f37d7526-b92a-4477-a7a0-b7d2cf60c71d,2.1,Picking up food,"Fort Street, Victoria, British Columbia",20:11
business,,2026-08-13,"Fort Street, Victoria, British Columbia",20:11,efb5b771-32d8-4809-a17d-c69d4806d721,2.5,Going to hot zone,"467, Swift Street, Victoria, British Columbia",20:07
business,skip,2026-08-13,"467, Swift Street, Victoria, British Columbia",20:07,5ee0618d-354f-49aa-9ae5-c7dca4b63f73,0.8,Dropping off delivery,"Caledonia Avenue, Victoria, British Columbia",20:01
business,skip,2026-08-13,"Caledonia Avenue, Victoria, British Columbia",19:55,48fef778-9b66-49e7-a78d-19d8d7315b56,1.2,Dropping off delivery,"Ross Lane, Victoria, British Columbia",19:52
business,skip,2026-08-13,"787, Hillside Avenue, Victoria, British Columbia",19:50,c912a248-d37a-4cae-89d3-59432f070586,0.4,Picking up food,"Gorge Road East, Victoria, British Columbia",19:47
business,skip,2026-08-13,"Gorge Road East, Victoria, British Columbia",19:45,ba33c04e-57f2-4cde-a703-f5c7364db850,2.2,Picking up food,"Saanich Road, Saanich, British Columbia",19:20
business,,2026-08-13,"Oak Street, Saanich, British Columbia",19:20,6b676b2f-5ab8-4a01-8671-b7d045703faa,4.1,Going to hot zone,"828, Rockheights Avenue, Esquimalt, British Columbia",19:11
business,uber,2026-08-13,"828, Rockheights Avenue, Esquimalt, British Columbia",19:07,ba0ed8b5-ecee-4370-a820-f0c8f1d45def,5.2,Dropping off delivery,"1356, McNair Street, Victoria, British Columbia",18:56
business,doordash,2026-08-13,"1356, McNair Street, Victoria, British Columbia",18:54,17eca435-8388-48b6-b1f6-4ba65352f69f,2.5,Dropping off delivery,"Gorge Road East, Victoria, British Columbia",18:47
business,uber,2026-08-13,"Gorge Road East, Victoria, British Columbia",18:46,df4bc01e-d0ed-463b-be08-ac0beb0330a4,2.8,Picking up food,"3420, Quadra Street, Saanich, British Columbia",18:39
business,skip,2026-08-25,"Nelles Street, Esquimalt, British Columbia",22:22,f8b6a8aa-952b-4e63-968f-02d96818b8ef,3.3,Dropping off delivery,"Bay Street, Victoria, British Columbia",22:09
business,skip,2026-08-25,"Bay Street, Victoria, British Columbia",22:05,aea23a52-9703-4852-93e0-dca41c2e0953,0.4,Picking up food,"689, Bay Street, Victoria, British Columbia",22:00
business,skip,2026-08-25,"689, Bay Street, Victoria, British Columbia",21:55,c095640f-9a55-4581-95b9-3c669ae7d2c7,0.6,Dropping off delivery,"2852, Douglas Street, Victoria, British Columbia",21:52
business,skip,2026-08-25,"2852, Douglas Street, Victoria, British Columbia",21:51,467bf40f-c116-4057-af5c-5e8429360fce,1.1,Picking up food,"3030, Albany Street, Victoria, British Columbia",21:48
business,skip,2026-08-25,"3030, Albany Street, Victoria, British Columbia",21:38,7c2cdaf1-680f-42d5-8529-cc3489880733,1,Dropping off delivery,"Oak Street, Saanich, British Columbia",21:15
business,,2026-08-25,"Saanich Road, Saanich, British Columbia",21:15,f5df30cb-3d44-4dc3-8579-95600d4efe08,3.7,Going to hot zone,"3401, Browning Street, Saanich, British Columbia",21:05
business,skip,2026-08-25,"3401, Browning Street, Saanich, British Columbia",21:03,2450dcf9-0133-4cd1-80f5-cc08bdc8d038,2,Dropping off delivery,"1770, Teakwood Road, Saanich, British Columbia",20:55
business,skip,2026-08-25,"1770, Teakwood Road, Saanich, British Columbia",20:54,9c942680-89a9-470c-a7f3-0b3f6e4a373e,5.9,Dropping off delivery,"McKenzie Avenue, Saanich, British Columbia",20:49
business,skip,2026-08-25,"McKenzie Avenue, Saanich, British Columbia",20:48,eba4eae5-9095-4088-a881-960dde35fbe8,3.8,Picking up food,"3976, Blenkinsop Road, Saanich, British Columbia",20:43
business,,2026-08-25,"3959, Blenkinsop Road, Saanich, British Columbia",20:42,38c1ceea-73af-470f-8fd6-1b6653a116b1,0.8,Going to hot zone,"4072, Malton Avenue, Saanich, British Columbia",20:38
business,skip,2026-08-25,"4072, Malton Avenue, Saanich, British Columbia",20:36,4a9d0d4d-48a4-4106-92a8-8caba88891cc,2.1,Dropping off delivery,"Kisber Avenue, Saanich, British Columbia",20:30
business,skip,2026-08-25,"Kisber Avenue, Saanich, British Columbia",20:28,62749f30-b25f-4a0d-b4dd-ec394f148ee2,2.5,Picking up food,"St. Peter's Road, Saanich, British Columbia",20:23
business,,2026-08-25,"3914, Quadra Street, Saanich, British Columbia",20:23,d14a4620-c49c-4197-8c1a-034073069735,4.1,Going to hot zone,"4011, Bow Road, Saanich, British Columbia",20:16
business,skip,2026-08-25,"4011, Bow Road, Saanich, British Columbia",20:15,f8e62c1f-0af5-468a-8dd8-a0b09dcf7676,2,Dropping off delivery,"Shelbourne Street, Saanich, British Columbia",20:08
